# t [s], p1 [Pa], p2 [Pa], mobA [kg], immA [kg], dissA [kg], sealA [kg], mobB [kg], immB [kg], dissB [kg], sealB [kg], M_C [m], sealTot [kg], boundTot [kg]
1.5768e8, 2.956607904959134e7, 2.2987713831648104e7, 0.0, 0.0, 68.1169603712298, 0.0322523974671539, 0.0, 0.0, 0.08684491561985545, 0.010540697726848866, NaN, 778.0230417180417, 3.877255898897656
1.73448e8, 2.9682780837727543e7, 2.3081226573059604e7, 0.0, 0.0, 398.7421293555803, 0.145057785333543, 0.0, 0.0, 0.08684812999521653, 0.010541094803974015, NaN, 1330.9072103338428, 3.8773904813820024
1.89216e8, 2.9791368968592543e7, 2.3176511941389415e7, 0.0, 0.0, 1981.2014687342987, 0.7254785377196039, 0.0, 0.0, 0.08685134768635136, 0.010541496423068819, NaN, 2068.429826356394, 3.8775229373674835
2.04984e8, 2.9898476460342392e7, 2.327316136250589e7, 0.0, 5828.608918865525, 21191.89396147047, 7.567408877438256, 0.0, 0.0, 0.08685458057654445, 0.010541901538171337, NaN, 2988.4214659038375, 3.8776551656619827
2.20752e8, 3.000842957629717e7, 2.3371175901990026e7, 48601.88165259735, 0.0, 38586.08272408253, 20.19625021981891, 0.0, 0.0, 0.08685784995758057, 0.01054231108666479, NaN, 4100.8371180478, 3.877789346307376
2.3652e8, 3.0113962412716184e7, 2.3469948356570877e7, 134769.03713258414, 0.0, 51428.95954849078, 36.76698551649589, 0.0, 0.0, 0.08686111705054769, 0.010542722397790496, NaN, 5378.492338369066, 3.8779224351215835
2.52288e8, 3.021760582427132e7, 2.3569231003440257e7, 237452.83467325234, 0.0, 77277.82810325525, 72.94253812887713, 0.0, 0.0, 0.08686438542780983, 0.010543134797770127, NaN, 6835.258889761528, 3.878054988298106
2.68056e8, 3.032617004454353e7, 2.366937486933314e7, 381177.05610291695, 0.0, 80550.67768180738, 146.77447553649566, 0.0, 0.0, 0.08686769130514597, 0.010543550537565852, NaN, 8510.15331314891, 3.878190122878763
2.83824e8, 3.0427607090636414e7, 2.376964014511946e7, 509341.429605466, 11735.824070167768, 103429.98156682092, 293.7430494495832, 0.0, 0.0, 0.08687097611122334, 0.01054396590605323, NaN, 10366.124745384745, 3.878322847606749
2.99592e8, 3.0529487013368342e7, 2.386999555856932e7, 683048.9482105137, 0.0, 112581.14582683411, 509.9980003254007, 0.0, 0.0, 0.08687426510352728, 0.010544381206709712, NaN, 12397.507462959666, 3.878455459218068
3.1536e8, 3.0633190469429698e7, 2.3970616327425655e7, 817594.5524032152, 28425.84142959354, 129166.8938953645, 816.1565534027593, 0.0, 0.0, 0.08687758436605461, 0.010544797496230277, NaN, 14612.764970046914, 3.8785891152858167
3.31128e8, 3.0734500747314893e7, 2.4071221842417482e7, 1.0111467749986844e6, 0.0, 147453.76149108648, 1202.8450131796897, 0.0, 0.0, 0.08688093648453867, 0.010545213470770547, NaN, 16973.459178537134, 3.878721976835486
3.46896e8, 3.0836845823714755e7, 2.4171871786356363e7, 1.188249060346652e6, 0.0, 155695.01732603085, 1679.7870418897048, 0.0, 0.0, 0.08688439257581206, 0.010545629664765466, NaN, 19499.245499338085, 3.8788552455919065
3.62664e8, 3.0937069402449924e7, 2.4272415920163557e7, 1.350443522374443e6, 0.0, 182337.83120126318, 2246.374925376956, 0.0, 0.0, 0.08688806645205288, 0.01054604539501213, NaN, 22161.892550455574, 3.8789878171397225
3.78432e8, 3.103795143483714e7, 2.437282327346075e7, 1.528404106000214e6, 895.2941878766532, 193726.2070196182, 2898.3266379698525, 0.0, 0.0, 0.08689222653742132, 0.01054646076764046, NaN, 24957.050655939674, 3.879120418052202
3.942e8, 3.1136900395506617e7, 2.447296201244712e7, 1.6825418613101155e6, 14246.17755773594, 219148.93900867534, 3638.809646339495, 0.0, 0.0, 0.08689739950787995, 0.010546875215023064, NaN, 27890.966235691583, 3.8792522097696245
4.09968e8, 3.123616519147506e7, 2.457282356180045e7, 1.8866354753951896e6, 0.0, 220987.89166122384, 4461.899285967136, 0.0, 0.0, 0.08690464987623316, 0.010547288931172554, NaN, 30956.408163938006, 3.8793837915645764
4.25736e8, 3.1333487977154862e7, 2.467235509791561e7, 2.0524051257652412e6, 0.0, 251901.53392919348, 5366.660333633693, 0.0, 0.0, 0.08691601509325705, 0.010547701910303929, NaN, 34135.95974227421, 3.8795146496072777
4.41504e8, 3.143424732462401e7, 2.47718226373274e7, 2.232951625362571e6, 7701.524790868906, 263010.57215108426, 6359.819848511855, 0.0, 0.0, 0.08693546057002627, 0.01054811576373202, NaN, 37460.41747606853, 3.879646718416714
4.57272e8, 3.153391436336903e7, 2.4871167565579955e7, 2.3945097532651634e6, 29103.021713584167, 281729.92867520906, 7436.022194497353, 0.0, 0.0, 0.08697025473810446, 0.010548530509855198, NaN, 40917.23675815574, 3.879778698295475
4.7304e8, 3.1633629325887542e7, 2.4970377645706363e7, 2.5848318466660883e6, 32543.416032129324, 290223.0429356824, 8595.197210283839, 0.0, 0.0, 0.08703361136362069, 0.010548946380388965, NaN, 44502.4882628532, 3.879910618975353
4.88808e8, 3.1734622950063206e7, 2.5069660628830325e7, 2.8115982461647694e6, 0.0, 302728.17107860505, 9839.356601762505, 0.0, 0.0, 0.08714963400880894, 0.010549365003686487, NaN, 48225.71144058523, 3.8800433807518324
5.04576e8, 3.1834115425840493e7, 2.5168840522767283e7, 2.9851823340440453e6, 19857.169141901195, 321050.1967296729, 11167.216755646785, 0.0, 0.0, 0.08735972953812544, 0.010549786209983127, NaN, 52062.434569728226, 3.8801756455690177
5.20344e8, 3.193244895392042e7, 2.5267804123340238e7, 3.2041212399250595e6, 288.1285621365339, 337914.88184802234, 12566.946144064541, 0.0, 0.0, 0.0877342255037945, 0.010550210513775525, NaN, 56006.65445313143, 3.880307251418833
5.36112e8, 3.2027681363749806e7, 2.5366283640428048e7, 3.378905311183627e6, 23762.54626895676, 359372.9698912368, 14037.91111507619, 0.0, 0.0, 0.0883876836065801, 0.010550638383887534, NaN, 60041.02065571424, 3.8804372765566764
5.5188e8, 3.212643542268443e7, 2.5464631912790854e7, 3.622721921860627e6, 0.0, 361346.14046080806, 15594.88868276323, 0.0, 0.0, 0.08951739196742874, 0.010551074619677817, NaN, 64210.09345943726, 3.8805684656491115
5.67648e8, 3.2222387387316216e7, 2.5562698682608e7, 3.8271785299701467e6, 0.0, 383564.0916801586, 17222.90460749801, 0.0, 0.0, 0.09143550012733892, 0.01055152285998274, NaN, 68468.23637715855, 3.8806988304206627
5.83416e8, 3.231905157761647e7, 2.5660502895085085e7, 4.0079469294635975e6, 31282.751317676808, 401158.0104451621, 18931.490125661327, 0.0, 0.0, 0.0946485841349642, 0.010551990500520567, NaN, 72834.88173581815, 3.8808291870603457
5.99184e8, 3.241631606293075e7, 2.575821887036277e7, 4.24249503590732e6, 16805.57262500193, 413180.8714250395, 20720.95229777286, 0.0, 0.0, 0.09998391508128782, 0.010552490189904243, NaN, 77328.6059957138, 3.8809601167598244
6.14952e8, 3.251317346943402e7, 2.585589738997616e7, 4.46200447855001e6, 15764.617177569538, 430403.277752362, 22597.674095945902, 0.0, 0.0, 0.10877018014203813, 0.010553041228397569, NaN, 81945.89127823472, 3.881091361928491
6.3072e8, 3.2608572329553712e7, 2.5953477075589653e7, 4.70533900396028e6, 0.0, 440340.9616087164, 24551.192706124573, 0.0, 0.0, 0.1231170931110294, 0.010553673492747067, NaN, 86669.05211783141, 3.8812225400629528
6.46488e8, 3.269681982906722e7, 2.6050494315022577e7, 4.907139349287408e6, 6151.5970567805025, 473317.26971688675, 26552.434333144694, 0.0, 0.0, 0.14619017683006044, 0.010554429705178791, NaN, 91427.39225253109, 3.8813510873057915
6.62256e8, 3.2785249872021377e7, 2.6147569173183445e7, 5.127761693618391e6, 25569.211791476482, 474980.76771818753, 28657.39122617479, 0.0, 0.0, 0.18363724742285142, 0.01055539356456613, NaN, 96351.22351813139, 3.881482107939433
